data,snowmelt,pet,precipitation,surface_sensible_heat_flux,snowfall,temperature,u_component_of_wind,v_component_of_wind,runoff
2000年10月,0.782138855,358.7693446,53.93802745,-55.10080271,2.964473866,1.580430617,2.550399658,0.547125374,
2000年11月,0.874519984,0,15.68397724,-21.57250743,14.28514768,-10.34888753,3.191894842,0.985304081,
2000年12月,0,0,16.87155433,35.2323651,16.78390038,-18.44598579,3.039241411,1.091700538,
2001年1月,0,0,10.87272235,37.47678923,10.77838104,-25.16445584,2.552761974,1.063051254,
2001年2月,2.286310982,0,7.120164789,14.25889904,6.973133474,-18.78362132,2.377691892,0.239090491,
2001年3月,17.45820422,0,12.85759169,-7.368492606,12.10315733,-9.170765659,2.945924818,-1.29431415,
2001年4月,8.181099068,1066.492031,11.8699751,-80.65447813,4.399688083,4.549794483,2.897546444,0.370861026,
2001年5月,2.328624551,1646.049908,30.52838724,-131.0598667,2.431604162,12.47587884,3.227653113,-0.375584661,
2001年6月,4.20E-06,1389.021263,61.50496656,-100.2753551,0,19.81548173,-0.29221246,0.917951761,
2001年7月,1.39E-05,1617.11532,57.58237427,-110.344734,0,22.21583135,1.295511992,1.059394436,
2001年8月,1.60E-05,1278.616759,40.25914012,-108.954261,0,20.22475499,0.153617334,1.286153485,
2001年9月,7.74E-06,1038.217483,54.18441198,-90.56506495,0,14.37641523,0.99273541,1.226785062,
2001年10月,2.308661874,560.0090068,33.70431585,-37.08032367,4.920497535,4.593713574,1.259396715,0.796498464,
2001年11月,0.914394318,0,4.535548231,-25.80573562,4.475053001,-6.605025477,2.928924734,-0.310465701,
2001年12月,0,0,2.571034745,-28.50355566,2.510695241,-16.93833036,3.168297363,-0.051984421,
2002年1月,1.27E-04,0,5.350757251,-1.793355846,5.264047624,-13.37495962,2.828599727,-0.23338764,
2002年2月,1.718055849,0,4.957492296,-46.47781244,4.8980487,-8.945850796,2.334329964,-0.282466691,
2002年3月,8.493483565,3.162541214,21.44866942,-83.47212062,15.14872361,-1.983841832,3.507508275,-0.202660748,
2002年4月,7.172584119,955.8566948,40.26672404,-79.07314041,10.68677919,3.219301661,2.707253981,0.255012948,
2002年5月,0.053406448,1550.120016,16.48822862,-123.4118988,0.05411934,13.04385372,1.469950133,0.035511686,
2002年6月,0.033987836,1464.998247,114.8568687,-87.14008992,0.032755328,17.06923258,-0.320346817,1.120573344,
2002年7月,1.49E-05,1494.249522,55.43624116,-82.19133188,0,20.6567869,0.10530849,0.129223442,
2002年8月,1.20E-05,1358.350109,32.74751928,-114.3438492,0,20.40376633,0.09948561,0.733526666,
2002年9月,0.301510881,1032.721271,34.2482101,-119.9769812,0.444756284,14.17484005,1.2802263,0.145961303,
2002年10月,5.197225603,155.3052191,33.12106037,-46.44753565,17.4965171,-1.371619755,2.144639367,-0.146356021,
2002年11月,0.578340761,0,9.421574286,1.952885956,9.277726521,-12.90003121,3.137099872,0.093454203,
2002年12月,0.045018754,0,9.697649871,11.03182566,9.61132789,-19.84784844,1.426546814,0.433007287,
2003年1月,0,0,6.939932921,12.30489645,6.822353465,-19.93847615,2.419463636,0.415732431,
2003年2月,0.63871516,0,11.1384694,7.24125951,11.04139521,-14.27782495,2.052099089,1.288887876,
2003年3月,21.09238154,0,27.66086582,17.4830506,27.38731916,-10.77518914,0.090909296,0.31578541,
2003年4月,39.19452564,952.5832891,36.23207486,-18.20070183,30.19558494,2.84785018,1.680227201,0.51437509,
2003年5月,3.770825035,1393.789111,88.81229354,-66.64916208,4.595998395,11.42066771,0.14236004,0.770167831,
2003年6月,0.044143401,1532.735746,84.34389882,-79.11116749,0.04327927,16.08673074,0.648243529,-0.111421693,
2003年7月,2.73E-05,1430.262903,122.7696996,-50.55619738,0,19.47940484,0.70664219,1.599412503,
2003年8月,1.94E-05,1397.834387,56.90602547,-67.15020568,0,17.54087951,1.751947555,0.966198077,
2003年9月,1.09E-05,990.8090873,50.82322266,-62.07038685,0,13.33070737,1.169785506,1.169873732,
2003年10月,5.112303364,590.8562284,21.32125949,-33.11493466,7.195049794,2.396004001,2.417865163,-0.279584205,
2003年11月,1.126867158,0,13.32553708,-16.03122498,13.01791116,-6.783397132,2.843411214,1.12551083,
2003年12月,0,0,4.676000323,15.61227618,4.609153399,-16.33720931,3.549541347,0.163551544,
2004年1月,0.015633992,0,2.938472982,-11.37254071,2.860104342,-18.11413405,2.375724766,-0.339209829,
2004年2月,2.852700391,0,20.46377078,10.28021467,20.17355752,-12.63607008,3.40715642,-0.561257847,
2004年3月,9.581327208,0,13.49992294,-62.52269829,10.578431,-6.039438989,3.274804034,-0.511224412,
2004年4月,6.003394125,1135.320129,11.69567195,-85.24064459,7.587887222,5.860710653,1.45351255,-0.383356613,
2004年5月,9.759161122,1710.801994,35.87778012,-122.6127315,10.56530703,11.24532768,2.751770001,-0.523898876,
2004年6月,5.52E-07,1554.953325,55.02580221,-109.9980066,0,20.0319066,-0.529770942,1.035162754,
2004年7月,2.31E-05,1510.410326,72.73874025,-85.26944089,0,19.61082575,-0.246281874,0.303658604,
2004年8月,2.05E-05,1298.826972,194.3225414,-54.48297828,0,16.84842329,0.105955239,0.956351771,
2004年9月,0.151623281,1056.451612,88.10698917,-41.96871494,0.380270179,11.88031598,1.735085506,1.056158647,
2004年10月,1.116487357,648.7884359,18.27559223,-22.25871006,8.97628633,3.632314472,2.307644453,0.693982997,
2004年11月,6.571983839,0,6.053888533,-10.75056457,5.290745893,-6.530601257,2.993690901,0.515739298,
2004年12月,0.42801681,0,13.20553349,-1.094533001,12.98272409,-15.51354612,2.373329524,0.54079266,
2005年1月,0,0,3.545599804,8.032653485,3.471026578,-19.08510035,2.999215699,-0.510350409,
2005年2月,0.095612748,0,11.97871749,-5.872556183,11.90486038,-20.45837017,2.148125388,-0.361940595,
2005年3月,4.89059826,0,5.666685301,-70.94059379,5.59205412,-6.516110377,2.496743332,-1.801373433,
2005年4月,2.398756228,1162.384045,8.113256098,-99.55956215,3.59047354,4.564485236,3.735971933,-0.645306031,
2005年5月,5.949352883,1505.650261,37.73393265,-103.812117,6.598641404,10.88911897,1.626389043,0.244921423,
2005年6月,1.45E-07,1653.322863,61.56610478,-115.4715309,0,19.084115,1.275909956,0.066127933,
2005年7月,1.46E-05,1514.32037,53.62931508,-95.76226574,0,21.0143573,0.619971196,0.108650008,
2005年8月,1.32E-05,1304.523989,60.81427051,-67.10590855,0,19.52377513,-0.315211125,1.033447112,
2005年9月,3.22E-06,1053.31183,26.72779394,-96.59189498,0,14.41440121,1.49519982,1.103618549,
2005年10月,0.98717713,719.9991797,5.610817773,-41.30498166,2.175526757,5.174434249,3.268345649,0.559973655,
2005年11月,0.451752643,0,5.981660056,-35.21201671,5.914890882,-4.257130732,3.593949378,0.243722515,
2005年12月,0,0,8.909312247,-12.44937483,8.806310866,-19.76177921,3.092142476,-0.540464183,
2006年1月,0.001145232,0,5.24417986,9.531340557,5.202288987,-19.31529932,1.963345554,0.916845295,
2006年2月,1.618333762,0,8.878035737,-6.40783284,8.779674264,-15.20966608,3.112793819,-0.082158414,
2006年3月,3.86827089,0,4.667367059,-115.6618305,4.296280942,-3.947078756,3.132162957,-1.022322451,
2006年4月,6.499437137,838.0203458,12.46427651,-119.7880727,7.870109918,3.668873529,2.377122233,-0.548133289,
2006年5月,0.207768918,1576.272602,43.12663393,-135.2795432,0.231006834,13.03196375,1.05718832,0.761162388,
2006年6月,1.62E-06,1563.008476,62.7135044,-98.82549589,0,17.57789755,1.13175048,0.118353668,
2006年7月,2.38E-05,1511.046996,94.39336781,-66.22315649,0,19.5821742,0.663694118,0.856038661,
2006年8月,1.72E-05,1421.339445,52.57987482,-84.65793551,0,20.99770984,0.60092041,1.537783302,
2006年9月,42.86366739,1077.459284,73.09702774,-32.62035169,43.36077008,12.00885939,1.280324382,0.944191856,
2006年10月,2.009460593,665.5007157,30.82622242,-36.42819381,2.136143388,6.153017284,1.536969733,1.073854967,
2006年11月,0.676083726,0,11.23704375,-23.14885987,10.93003797,-6.674096826,2.968170997,-0.267210364,
2006年12月,9.57E-06,0,3.478775095,-1.780623202,3.394622838,-14.83041023,2.549755563,0.628447763,
2007年1月,0.083569387,0,5.695932988,-13.12712498,5.622035111,-16.64509661,2.351639906,-0.021055874,
2007年2月,2.96889424,0,4.947321879,-11.6633746,4.89412946,-7.830145603,2.64204776,1.014492557,
2007年3月,9.875291688,0,29.92741386,-34.35892828,24.60477453,-5.601118031,2.172283634,-0.659152795,
2007年4月,3.617016196,990.1260474,11.49922288,-100.7984786,3.389846458,3.557891346,1.712570334,-1.523865631,
2007年5月,8.073057776,1752.598054,33.47195193,-117.9178045,8.877097832,12.16789891,2.504753166,-0.163239042,
2007年6月,0,1782.909111,19.2393758,-133.4150241,0,22.92420603,0.805975649,1.140739119,
2007年7月,2.81E-06,1570.255392,41.54223752,-141.1781129,0,24.04922625,-0.262020592,0.170065907,
2007年8月,2.26E-05,1411.703997,62.14178994,-98.42167376,0,20.43327356,0.322360695,0.954228849,
2007年9月,7.90E-07,988.9410374,33.21194087,-93.61981674,0,16.06225877,0.154676185,0.389025697,
2007年10月,4.500319957,544.9699236,12.03333331,-68.15184626,7.785837955,3.695179096,2.264675639,-0.047509943,
2007年11月,1.714974917,0,3.448640717,-28.35504538,3.110822121,-5.787362497,2.698413402,0.089781606,
2007年12月,5.78E-05,0,12.57391905,5.011088634,12.49381974,-14.5839878,2.788150339,0.294138542,
2008年1月,0,0,2.587839031,-7.270350116,2.518307831,-20.57470783,2.533134227,0.103812832,
2008年2月,0.171061603,0,1.08925033,-40.09567786,1.033120197,-14.80316534,2.679834971,-0.537625221,
2008年3月,6.802306541,3.230896663,20.36306922,-88.14236387,16.84201849,-1.262625428,1.974628749,-0.610040502,
2008年4月,17.93630564,1086.027519,42.30793936,-17.6873424,20.80989726,4.63543701,1.99911507,0.569061415,
2008年5月,6.711141245,1499.729811,30.07358766,-147.5471779,7.641330452,10.47593353,2.565141793,-1.11022289,
2008年6月,0.136033452,1341.363603,83.69645684,-106.2262264,0,18.41227292,0.083885973,1.787012155,
2008年7月,2.17E-05,1528.96304,49.44863938,-111.9046543,0,23.40110089,0.449579596,0.81357578,
2008年8月,2.52E-05,1406.980812,113.4363635,-71.90729849,0,18.61281028,0.382560948,1.373036874,
2008年9月,9.40E-06,1096.024785,20.2639152,-79.98155948,0,13.31293593,1.838282517,0.93925778,
2008年10月,4.641916875,701.3614154,21.43496066,-42.10465674,10.48898445,3.978900541,2.913566555,0.565230537,
2008年11月,1.155315038,0,13.50215674,26.85725854,13.05134069,-7.290980416,3.298049978,0.075813772,
2008年12月,0,0,7.452283556,12.95151863,7.374758883,-15.30011979,3.909087092,-0.196547862,
2009年1月,0.044224129,0,1.401805142,-11.44202011,1.329943684,-18.24495706,2.983901627,0.08391753,
2009年2月,0.603735624,0,3.848236049,-49.90088282,3.789342681,-11.02931152,2.845839207,0.148427053,
2009年3月,2.55361682,0,11.65757717,-128.8195349,10.87324367,-3.333296975,2.516266475,-0.512440776,
2009年4月,15.35094251,1090.276992,63.61195914,-52.90789989,15.53826732,5.361008481,0.822038908,0.086237005,
2009年5月,0.024517141,1832.888476,15.99403679,-113.934644,0.023550999,14.5694444,2.557206921,0.543382345,
2009年6月,0,1760.200402,54.37114811,-125.1200171,0,16.9134785,1.987393483,-0.791990354,
2009年7月,0,1631.654314,29.59988741,-149.3357067,0,22.43530547,0.575241866,0.380498654,
2009年8月,1.41E-08,1454.797957,51.49256144,-114.8621817,0,20.82529894,1.147316352,0.736962279,
2009年9月,5.77E-05,1129.517394,20.53318459,-116.9711887,9.03E-05,13.46754299,2.370988817,0.546406113,
2009年10月,6.94268339,635.9314998,23.21702537,-49.96616872,10.0189956,3.121727399,1.607217346,0.067466474,
2009年11月,0.36014768,0,8.231908339,-17.28566893,8.175500232,-9.432713184,2.869117005,0.384274809,
2009年12月,0,0,6.326258824,-6.154655155,6.246091742,-17.19277202,2.81363352,0.52438282,
2010年1月,5.11E-04,0,9.702814014,22.52241415,9.616959508,-22.52320423,2.819256835,0.268745472,
2010年2月,1.688192377,0,4.396359004,-29.18433223,4.331177571,-16.35926311,2.358138418,-0.028481373,
2010年3月,8.698834123,0,28.18823634,-20.64329353,24.9406561,-9.265099249,2.712561118,-0.32284784,
2010年4月,6.91399912,130.9872457,26.29685226,-116.2862106,13.64689287,0.488605343,2.028912336,-1.20034232,
2010年5月,15.75328375,1452.342308,103.3051393,-52.36464437,14.5742346,10.8595544,1.241453746,0.386034451,
2010年6月,9.97E-06,1714.806691,18.62345232,-105.4955348,0,21.11806982,-0.057322256,1.510312369,
2010年7月,2.28E-05,1657.728782,45.52898521,-138.9399534,0,24.25811901,-0.171994959,0.217583946,
2010年8月,1.36E-05,1481.259123,52.78035849,-118.8500801,0,19.63214198,1.669907366,1.321078897,
2010年9月,0.89320505,1058.034773,49.72057061,-104.8736755,1.029432377,14.44149814,0.588153246,0.875688161,
2010年10月,25.0073965,571.1753116,60.60581669,-6.337957863,30.51143903,1.139164548,1.581154197,0.16160677,
2010年11月,0.88146693,0,12.51391082,-4.422458889,12.3312912,-6.44909883,3.417622168,0.534681529,
2010年12月,0.062502362,0,8.722370859,3.148104443,8.645276139,-17.07984084,3.739012975,-0.732638266,
2011年1月,0,0,4.196194553,-13.81037698,4.090142961,-22.84007976,3.291879033,-0.819239125,
2011年2月,3.261577773,0,14.24609297,-4.760231111,14.16373455,-13.77518511,1.449121834,0.438805399,
2011年3月,2.953512471,0,2.514935911,-91.88364164,2.436304345,-5.527870035,2.989928815,-1.625528893,
2011年4月,4.789205493,1090.260507,14.98908906,-97.97762756,8.075357217,3.528066277,1.544963669,-1.321420354,
2011年5月,5.348869818,1603.476815,36.0994463,-126.929703,5.732027598,10.80503725,2.738979815,0.128498991,
2011年6月,1.58E-06,1712.127302,69.04859833,-126.6179274,0,19.6850142,0.228011972,0.658865168,
2011年7月,1.50E-05,1447.565195,118.9019139,-87.45583476,0,20.16379909,0.877927183,0.73371474,
2011年8月,2.12E-05,1458.693559,13.90156454,-100.9682839,0,21.75792226,-0.629387399,1.279523031,
2011年9月,0.073787396,1011.281029,26.41288772,-110.4325908,0.274401701,12.12698555,1.558528054,0.121886535,
2011年10月,5.585940863,628.1244069,18.12049234,-40.91741708,7.065820708,4.230354694,1.915368814,0.607540136,
2011年11月,0.715306721,0,13.35806101,-29.97731898,8.796835726,-6.170997149,1.787765553,0.601925217,
2011年12月,0,0,5.966123983,-0.731029733,5.874916273,-18.17581447,2.809300886,0.338542124,
2012年1月,0,0,5.043383016,-16.21727715,4.931929425,-22.85235,2.68473343,0.507771068,
2012年2月,0.275831974,0,6.416297787,-20.03731874,6.322646725,-18.24181547,3.20609719,-0.192922975,
2012年3月,10.67721897,0,26.288234,-9.769455407,24.86913542,-9.243585937,2.628283945,-0.481956338,
2012年4月,1.834627631,1132.590591,12.59850414,-102.9644622,0.481793069,5.077033345,3.21775133,0.003444871,
2012年5月,0.428511602,1734.359083,51.39095564,-115.4694809,0.527937707,12.91561112,1.905586339,0.532628416,
2012年6月,1.04E-05,1395.766417,109.6023359,-80.97795511,0,16.30734023,1.264607557,0.944025324,
2012年7月,3.92E-05,1428.357234,135.8190698,-52.70862101,0,19.4641424,0.115593344,1.14550591,
2012年8月,2.26E-05,1435.509546,48.66638232,-61.88958708,0,18.84414916,0.402343571,1.705087823,
2012年9月,0.136441929,920.7259992,71.1465485,-53.4100926,0.201667728,11.22817416,0.856107039,-0.032960038,
2012年10月,8.663313231,579.3410374,34.84537093,-23.69233384,11.75870068,2.273099735,2.75353246,0.578617834,
2012年11月,0.942012379,0,36.91289037,48.82416447,33.44896722,-14.07487608,2.420302203,1.157361707,
2012年12月,0,0,11.31084774,36.70913373,11.19212641,-24.17152862,2.762142747,0.659977504,
2013年1月,0,0,8.778543872,27.58754294,8.662311243,-21.83578451,2.677087217,1.447276354,
2013年2月,0.521021129,0,7.548129847,12.42025117,7.461438211,-19.06288826,3.560087839,0.344534838,
2013年3月,38.04651275,0,13.24676418,-38.53564305,12.96960426,-7.073715178,2.363559048,-0.62470788,
2013年4月,17.67203548,608.8839727,27.82972434,-48.03632144,25.09952459,-1.04757686,1.67411856,-1.435660207,
2013年5月,0.171108948,1778.673148,10.05208101,-102.0996277,0.013887538,14.24016989,2.317434394,0.926589765,
2013年6月,8.76E-07,1530.341327,99.00784682,-110.3294845,0,18.31957779,0.942941178,1.515490823,
2013年7月,2.52E-05,1552.552875,73.17759436,-52.53902288,0,20.10095495,0.88425567,1.051478572,
2013年8月,2.92E-05,1366.872216,77.63327704,-75.33267414,0,19.04080746,1.701813759,0.757607578,
2013年9月,1.45E-04,1100.957845,32.18414037,-69.77349608,1.61E-04,12.83980402,1.486054241,1.535121103,
2013年10月,2.745987578,604.6659268,14.68203607,-48.1546473,4.687504738,3.625823481,1.785512975,0.740162622,
2013年11月,1.586367105,0,8.544764792,-19.41831633,6.833226959,-5.951256381,3.540950242,-0.597301377,
2013年12月,0.020705546,0,6.609660863,-11.14427461,6.527585864,-14.65725852,2.885644073,-0.48414112,
2014年1月,0.006451125,0,3.574444446,4.644152966,3.5157185,-13.76433243,3.102817244,0.455011499,
2014年2月,2.962700726,0,7.695920812,-57.13113014,7.469782488,-12.21201226,1.649028661,0.433535409,
2014年3月,1.783830887,2.799372738,5.312599026,-91.59494897,1.893956388,-1.626865557,1.537062785,-0.515684025,
2014年4月,5.086271154,1168.825991,16.59361708,-101.0199107,5.499849835,7.889429791,1.383169475,0.116932039,
2014年5月,6.197949036,1520.317041,77.30549834,-73.40652581,8.201019421,10.42597208,1.810045063,0.018577618,
2014年6月,4.53E-06,1376.250277,75.14251838,-79.4611494,0,17.05259151,-0.3470909,0.580864434,
2014年7月,2.28E-05,1633.490792,70.21821877,-91.66035853,0,21.77137857,1.391470141,0.77288737,
2014年8月,9.98E-06,1377.271057,32.30904555,-124.2861838,0,19.66730694,0.505765877,0.456160616,
2014年9月,0.289422766,998.0443104,53.18486947,-103.2746935,0.541207768,13.19951049,0.735287618,0.658425825,
2014年10月,1.469050231,636.4785525,38.02476353,-24.24967902,1.569390637,5.050621633,1.423288837,0.97282007,
2014年11月,0.456762749,0,3.178273947,-23.2759053,2.794479645,-4.672536577,3.300328022,0.60181294,
2014年12月,0,0,5.258749967,-22.10509876,5.161694923,-14.57477826,3.843346808,-0.944782952,
2015年1月,0.076519557,0,7.001798371,-6.901602443,6.934650826,-13.75957803,2.268916452,0.286803646,
2015年2月,2.205882889,0,5.030916337,-43.0690598,4.928006229,-11.20441411,2.4250975,-0.30157956,
2015年3月,1.40548582,0,2.825059614,-110.5940403,2.398377,-2.943914321,2.691468286,-0.424683944,
2015年4月,22.68558169,1082.422694,37.17086021,-17.84212428,34.30761568,2.834103473,2.302623637,-0.370911462,
2015年5月,20.20140224,1634.817419,36.79284408,-103.5281254,21.56329374,11.14787652,2.664596605,-0.613241927,
2015年6月,0,1433.712006,81.69081925,-109.5449325,0,16.69271261,0.795310897,-0.657885139,
2015年7月,2.55E-05,1530.47844,79.45180006,-104.5209398,0,21.12399612,-0.352521901,1.681409095,
2015年8月,1.15E-05,1323.97261,36.89759666,-108.5198686,0,19.10125203,0.227808595,-0.28183763,
2015年9月,0.037883633,940.9167672,78.79049602,-62.36538052,5.103807422,12.55006822,0.943571476,1.069333051,
2015年10月,14.8359796,735.3028709,15.20164907,-30.3454182,12.71001045,3.050338864,2.710990256,-0.249221314,
2015年11月,3.901334311,0,25.46274621,-7.937556178,24.80316436,-8.368341818,0.512932589,0.922019605,
2015年12月,0,0,13.06306851,39.38553399,12.95876801,-18.13283441,2.331333513,1.119778726,
2016年1月,0,0,8.94225905,22.56272756,8.816404368,-25.13540641,3.048415001,-0.020164303,
2016年2月,3.508216591,0,10.31839359,17.84959179,10.21055193,-17.49266414,3.220654343,-0.247377854,
2016年3月,25.52306266,0,3.545643286,-25.49218588,2.047699103,-5.200383913,2.667590652,-0.110258362,
2016年4月,5.578600428,1059.465879,14.78598564,-92.0017689,6.376232935,5.208189445,2.465699201,0.100053728,
2016年5月,1.177185322,1718.11992,31.11790325,-133.0115915,1.577480475,12.9841114,2.594027679,0.235208248,
2016年6月,5.08E-07,1559.045259,55.5888599,-146.3120664,0,18.66126672,0.797027407,-0.358594694,
2016年7月,9.61E-06,1487.796188,88.77136403,-76.71333553,0,22.14635449,-0.35155512,1.804576318,
2016年8月,1.76E-05,1526.227423,39.48848838,-121.1900209,0,22.30889594,0.129859948,0.082576027,
2016年9月,0.506464544,884.6795657,34.14178882,-86.98843707,0.55581103,13.23201827,0.929538797,0.246079026,
2016年10月,16.09639499,419.3785444,59.72400922,-41.80631446,20.46120096,2.24977085,1.819016386,0.633016914,
2016年11月,2.195288115,0,10.30026484,-12.49177621,9.538180893,-7.533818243,3.178684278,0.43552298,
2016年12月,0.179269614,0,7.667737458,12.22069129,7.616287906,-13.41966826,2.360098473,0.408594132,
2017年1月,0.077879312,0,5.821977155,4.164838176,5.748289481,-16.51591259,2.51486217,0.009529286,
2017年2月,1.24126491,0,6.701029148,-34.35378453,6.6159812,-11.57815531,2.55032832,-1.10458395,
2017年3月,4.286004133,0,5.113911829,-119.2240194,4.791511989,-2.802899234,1.261765687,-1.526042334,
2017年4月,6.25447021,1112.670414,14.9244136,-93.92314165,8.022960939,5.310936351,2.494154596,-0.916665519,
2017年5月,0.869249128,1811.132529,16.10413732,-153.1270342,1.268653968,14.34523395,2.359729321,-0.526301375,
2017年6月,0.102980433,1655.306313,28.46230875,-152.8741312,0.103197897,20.15839494,-0.228080042,-0.098758602,
2017年7月,2.01E-05,1688.69491,50.26196974,-119.2585987,0,24.41529449,0.429141948,1.330931491,
2017年8月,1.88E-05,1297.658625,67.16175718,-111.9513467,0,19.47396043,0.836739452,0.575165254,
2017年9月,5.34E-04,1239.160354,34.79611377,-95.18733823,7.50E-04,14.35098808,2.544134328,1.086629556,
2017年10月,4.167791974,588.5379976,13.95340023,-51.37699454,5.706653493,3.594058502,1.675953135,0.578240491,
2017年11月,0.203894529,0,6.317276984,-33.09959627,5.766807313,-8.008728239,4.014207782,0.001699756,
2017年12月,0.021795528,0,5.35321612,-5.861850781,5.267791013,-15.41906939,3.395634302,-0.465704505,
2018年1月,0,0,4.0139613,-20.29949449,3.936119879,-19.15650857,3.388302513,-0.612299396,
2018年2月,0.31157948,0,4.279627928,-51.33200233,4.202614853,-15.34639434,2.89573046,-0.9558487,
2018年3月,4.546893742,1.373815842,15.07559155,-79.55011094,6.211328579,0.04419653,1.40302125,0.492503577,
2018年4月,10.64812468,1038.737354,31.53561143,-81.63177623,15.25943291,5.19166996,1.213000179,-0.242940232,
2018年5月,0.017007413,1534.543273,29.94652411,-134.3500628,0.00166203,14.94910676,1.35784021,0.661074958,
2018年6月,9.92E-08,1604.100072,21.19461351,-183.255913,0,21.75678256,1.254700962,-0.367948966,
2018年7月,3.08E-05,1455.072296,90.78035739,-104.6067805,0,24.17631275,0.82761556,2.124521325,
2018年8月,3.07E-05,1266.878408,105.5256044,-78.80893144,0,20.68770519,-0.141166581,0.635713606,
2018年9月,1.819565521,1070.324133,75.34657773,-54.47050085,2.562177707,10.62645418,2.616044575,0.678372567,
2018年10月,3.1804587,624.94115,12.05518999,-41.30058941,10.05412497,1.117789332,2.474037037,-0.359043627,
2018年11月,6.279940562,0,12.38906098,21.32421686,12.21523972,-9.2845498,2.430405002,1.177961121,
2018年12月,0.149715742,0,1.003905706,-16.31440902,0.951687774,-16.09188554,3.776665836,0.185729291,
2019年1月,0.035420292,0,0.97206767,-4.240230371,0.925865195,-14.88263497,3.633002809,0.192938784,
2019年2月,1.161070435,0,7.588028227,-57.77048523,7.52710376,-14.02316869,2.138574124,-0.176614353,
2019年3月,5.524022984,4.464302372,12.08754036,-100.4077632,11.9547297,-2.460292698,2.415602611,-1.428885136,
2019年4月,7.524115352,1055.731323,13.12808901,-97.77126132,7.947596708,5.093601641,1.215632635,-0.628056183,
2019年5月,4.829191229,1776.50575,64.75314257,-108.1197216,5.626567894,12.39518451,3.217764282,-0.402173712,
2019年6月,4.79E-07,1549.238343,50.57282948,-111.3129299,0,19.18441816,0.827868705,0.65293375,
2019年7月,1.92E-05,1657.718778,40.45783634,-125.3590402,0,22.58769118,1.021119651,1.039716113,
2019年8月,1.83E-05,1217.213591,77.23174443,-94.60374493,0,18.68732019,0.832118927,-0.369724017,
2019年9月,4.88E-06,1161.98078,8.665406263,-93.24149748,0,16.73415489,0.869313388,0.84179621,
2019年10月,5.419338201,662.0257982,30.29535208,-52.36345876,9.050217426,3.70609837,1.92677477,0.219218025,
2019年11月,1.445562486,0,6.360854825,-28.94246812,4.105253676,-5.332232998,2.686021907,0.684134605,
2019年12月,0,0,17.49629577,40.35171943,17.4061728,-15.50228678,3.424599082,0.574748434,
2020年1月,0.728518236,0,2.708971219,26.8350374,2.648635532,-16.97905308,2.345167253,0.815976242,
2020年2月,4.277842517,0,17.04732144,7.012307214,16.65112859,-12.19696126,1.5982796,0.410300534,
2020年3月,5.012476926,0,10.2242036,-66.58726149,6.982703389,-3.007592467,3.161233839,-0.532517056,
2020年4月,7.642768759,995.9448814,22.91994405,-86.29461496,12.17470291,3.733316256,1.396035239,-1.848029588,
2020年5月,0.717694866,1502.959534,50.87610563,-115.2553809,0.963264912,12.75098302,1.957262473,-0.1689501,
2020年6月,1.54E-07,1676.785525,42.31460228,-118.0245983,0,20.47716609,1.594987852,1.370100274,
2020年7月,3.02E-05,1488.090905,78.75598185,-103.6453601,0,21.21466536,0.243358092,2.530863337,
2020年8月,2.81E-05,1339.334861,69.85806888,-83.67670113,0,19.81680758,1.383623999,1.433847145,
2020年9月,0.079523323,1012.626924,62.70025142,-70.80569538,0.078249308,11.91007361,1.168132557,-0.411638883,
2020年10月,4.196725277,647.0983836,14.83164691,-33.78785766,5.738207347,1.686364048,4.000023765,0.654596649,
2020年11月,0.17878199,0,26.98308775,9.1263823,22.02135258,-8.767412034,2.458033331,0.471355128,
2020年12月,0,0,3.005043973,53.39045322,2.933119361,-22.19195431,3.822165953,0.789922517,
